Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG09360I30 Duplicated TRINITY_DN136735_c0_g1_i2 439.2 222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I49 Duplicated TRINITY_DN115342_c2_g1_i1 353.3 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I4I Duplicated TRINITY_DN137560_c1_g1_i20 324.5 204 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I4M Fragmented TRINITY_DN135508_c0_g3_i2 248.4 185 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I5A Duplicated TRINITY_DN130146_c1_g1_i2 395.3 232 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I5J Duplicated TRINITY_DN127772_c0_g4_i1 440.1 249 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I5U Duplicated TRINITY_DN119478_c0_g6_i1 477.3 231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I5U Duplicated TRINITY_DN119478_c0_g6_i2 477.3 231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I5Z Duplicated TRINITY_DN123958_c0_g1_i12 535 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I8Y Fragmented TRINITY_DN134095_c0_g3_i6 423.4 260 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IAQ Duplicated TRINITY_DN137749_c0_g4_i2 512.5 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IBH Duplicated TRINITY_DN127175_c0_g1_i10 390.4 206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IBU Duplicated TRINITY_DN124970_c0_g5_i3 489.4 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IBU Duplicated TRINITY_DN146608_c1_g3_i10 489.4 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IC1 Duplicated TRINITY_DN141907_c0_g3_i2 481 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ICO Duplicated TRINITY_DN124276_c0_g1_i1 453 241 237 0.333333 68 0 0.5 1 0.857143 0.422994 0.986985 237 0 0 0 0.857143 1 0.5 0.986985
EOG09360ID9 Duplicated TRINITY_DN131963_c0_g2_i3 338.2 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IE8 Duplicated TRINITY_DN136382_c0_g3_i1 374.7 207 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IEH Duplicated TRINITY_DN116247_c0_g1_i4 309.7 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IEI Duplicated TRINITY_DN121151_c0_g1_i4 467.2 258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IFT Complete TRINITY_DN141371_c0_g1_i1 227.2 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IGG Duplicated TRINITY_DN127178_c3_g2_i5 365.7 228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IGN Fragmented TRINITY_DN139815_c3_g1_i2 313.4 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IHY Duplicated TRINITY_DN131451_c0_g3_i10 498.8 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IHY Duplicated TRINITY_DN131451_c0_g3_i12 498.8 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IIY Duplicated TRINITY_DN129929_c0_g2_i8 469.3 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IJG Duplicated TRINITY_DN134337_c6_g6_i1 422.2 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IKP Duplicated TRINITY_DN125585_c0_g1_i9 245.2 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ILO Duplicated TRINITY_DN148531_c2_g3_i1 330.3 173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IML Duplicated TRINITY_DN116887_c1_g1_i3 321.4 222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ING Duplicated TRINITY_DN121624_c0_g2_i4 640.2 343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360INV Complete TRINITY_DN136834_c3_g1_i3 250.2 137 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IP2 Duplicated TRINITY_DN124441_c0_g1_i5 334.3 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IPD Duplicated TRINITY_DN128928_c1_g1_i2 516.4 303 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IPD Duplicated TRINITY_DN145505_c1_g1_i1 516.4 303 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IPS Duplicated TRINITY_DN129951_c1_g2_i5 411.3 302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IPZ Duplicated TRINITY_DN126223_c2_g1_i3 413.6 281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IPZ Duplicated TRINITY_DN126223_c2_g2_i13 413.6 281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IQC Duplicated TRINITY_DN127012_c0_g3_i3 416.8 237 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IQI Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IQM Fragmented TRINITY_DN126950_c1_g4_i8 360.2 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IRW Duplicated TRINITY_DN147068_c0_g1_i4 881.3 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IS4 Duplicated TRINITY_DN116437_c0_g2_i1 360.4 214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ISB Complete TRINITY_DN131101_c1_g1_i6 433.1 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ISN Duplicated TRINITY_DN119091_c2_g1_i6 243.2 175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IT9 Duplicated TRINITY_DN128091_c0_g1_i4 377.7 214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ITN Duplicated TRINITY_DN144818_c0_g1_i18 439.9 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IUA Duplicated TRINITY_DN118282_c0_g1_i2 407.6 221 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IUB Duplicated TRINITY_DN121058_c1_g1_i2 378 194 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IV8 Complete TRINITY_DN121373_c0_g2_i2 386.5 209 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IW8 Duplicated TRINITY_DN133415_c0_g1_i4 304.5 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IWC Duplicated TRINITY_DN129670_c1_g1_i6 356.8 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IZ9 Complete TRINITY_DN116958_c0_g4_i1 392.6 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360IZH Duplicated TRINITY_DN144488_c0_g1_i1 468.8 256 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J00 Duplicated TRINITY_DN130194_c2_g1_i1 505 265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J0A Fragmented TRINITY_DN113361_c2_g7_i9 286 146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J11 Duplicated TRINITY_DN133200_c0_g1_i5 376.1 235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J1D Duplicated TRINITY_DN138841_c1_g1_i6 388.7 202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J1Z Duplicated TRINITY_DN114459_c0_g1_i2 437.1 244 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J2V Duplicated TRINITY_DN147875_c0_g2_i2 532.4 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J39 Duplicated TRINITY_DN128604_c0_g2_i12 360 283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J39 Duplicated TRINITY_DN128604_c0_g2_i6 360 283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J3N Complete TRINITY_DN120060_c1_g2_i1 300.4 189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J46 Duplicated TRINITY_DN123491_c0_g4_i5 600.8 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J46 Duplicated TRINITY_DN129094_c1_g2_i2 600.8 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J5A Duplicated TRINITY_DN136510_c0_g1_i1 329.7 181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J5K Duplicated TRINITY_DN110911_c0_g1_i4 459.7 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J79 Duplicated TRINITY_DN128488_c0_g3_i1 264.7 238 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J7A Fragmented TRINITY_DN129445_c2_g1_i17 281.5 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J7M Duplicated TRINITY_DN140082_c0_g1_i3 278.7 224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J7M Duplicated TRINITY_DN140082_c0_g1_i8 278.7 224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J7T Duplicated TRINITY_DN115545_c0_g1_i3 319.1 186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360J9G Duplicated TRINITY_DN120715_c0_g1_i9 262.2 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JAG Duplicated TRINITY_DN135411_c0_g1_i11 406.2 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JE0 Duplicated TRINITY_DN120057_c0_g1_i10 372 195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JFE Duplicated TRINITY_DN137938_c3_g1_i8 480.3 244 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JFI Duplicated TRINITY_DN114346_c0_g1_i15 332.2 199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JFS Complete TRINITY_DN134145_c0_g2_i1 439.9 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JGG Duplicated TRINITY_DN149344_c5_g6_i1 471 240 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JHI Duplicated TRINITY_DN108670_c0_g1_i3 477.8 242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JI8 Duplicated TRINITY_DN122826_c2_g1_i4 557.3 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JIY Duplicated TRINITY_DN123082_c0_g1_i11 492.3 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JL5 Duplicated TRINITY_DN134177_c2_g1_i2 401.4 358 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JLO Duplicated TRINITY_DN140453_c0_g1_i4 196.2 158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JLQ Duplicated TRINITY_DN118553_c0_g1_i1 519.4 308 412 0.322816 50 0 1 1 0.952381 0.924701 0.970936 412 0 0 0 0.952381 1 1 0.970936
EOG09360JLQ Duplicated TRINITY_DN118553_c0_g1_i1 519.4 308 412 0.322816 50 0 1 1 0.952381 0.924701 0.970936 412 0 0 0 0.952381 1 1 0.970936
EOG09360JLQ Duplicated TRINITY_DN118553_c0_g1_i3 519.4 308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JLQ Duplicated TRINITY_DN118553_c0_g1_i3 519.4 308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JMJ Duplicated TRINITY_DN121744_c2_g1_i1 397.2 261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JMJ Duplicated TRINITY_DN121744_c2_g1_i4 397.2 261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JO0 Duplicated TRINITY_DN137483_c2_g2_i2 463.7 328 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JO1 Duplicated TRINITY_DN141392_c0_g1_i7 286.1 226 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JOE Duplicated TRINITY_DN133119_c0_g1_i10 383 233 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JRA Duplicated TRINITY_DN133370_c0_g1_i11 367.3 200 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JRA Duplicated TRINITY_DN133370_c0_g1_i12 367.3 200 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JSH Duplicated TRINITY_DN117262_c1_g1_i10 698.6 369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JU9 Duplicated TRINITY_DN142164_c4_g2_i2 431.8 219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JUS Duplicated TRINITY_DN117817_c0_g1_i5 334.6 214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JVS Duplicated TRINITY_DN122184_c0_g1_i4 385.6 188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JVX Duplicated TRINITY_DN121585_c1_g1_i7 325.3 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JWQ Duplicated TRINITY_DN129720_c0_g1_i2 443.4 226 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JWS Duplicated TRINITY_DN135546_c3_g2_i4 418.8 236 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JWT Duplicated TRINITY_DN117122_c0_g1_i1 340.5 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JWZ Duplicated TRINITY_DN138203_c0_g1_i1 374.8 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360JXC Duplicated TRINITY_DN142889_c0_g2_i2 390.5 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K0E Duplicated TRINITY_DN126948_c0_g2_i7 495.3 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K1H Duplicated TRINITY_DN120524_c0_g2_i1 264.1 161 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K1I Duplicated TRINITY_DN110984_c0_g1_i18 369.4 281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2H Duplicated TRINITY_DN112571_c0_g2_i4 405 222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2H Duplicated TRINITY_DN112571_c0_g2_i5 405 222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2J Fragmented TRINITY_DN122927_c0_g4_i15 267 174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2Q Duplicated TRINITY_DN126782_c2_g1_i10 462.1 310 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2Q Duplicated TRINITY_DN126782_c2_g1_i6 462.1 310 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K2V Duplicated TRINITY_DN112277_c3_g2_i2 617.6 321 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K47 Duplicated TRINITY_DN147161_c0_g4_i1 499.8 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K4S Duplicated TRINITY_DN126200_c1_g1_i4 417.4 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K5X Duplicated TRINITY_DN4128_c0_g1_i1 486.1 216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K5Y Duplicated TRINITY_DN130280_c0_g4_i2 459.1 265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K5Y Duplicated TRINITY_DN130280_c0_g4_i4 459.1 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K6Z Complete TRINITY_DN120260_c2_g1_i1 391.4 195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K7R Duplicated TRINITY_DN127882_c2_g3_i1 293.4 206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K87 Duplicated TRINITY_DN116782_c0_g1_i5 427.4 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K87 Duplicated TRINITY_DN116782_c0_g1_i6 427.4 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K8B Duplicated TRINITY_DN127082_c0_g1_i4 389.4 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K8L Duplicated TRINITY_DN124802_c2_g1_i2 361 175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K9G Duplicated TRINITY_DN120409_c0_g1_i2 283.8 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360K9G Duplicated TRINITY_DN120409_c0_g1_i5 283.8 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KAB Complete TRINITY_DN131138_c0_g1_i2 335.2 186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KB8 Duplicated TRINITY_DN129321_c0_g1_i1 374.8 225 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KBD Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KBS Duplicated TRINITY_DN118503_c0_g1_i21 437.4 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KCW Duplicated TRINITY_DN119474_c0_g1_i2 354.6 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KEM Duplicated TRINITY_DN115209_c0_g1_i5 212.9 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KES Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KF8 Duplicated TRINITY_DN122736_c4_g1_i2 470.1 249 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KFU Duplicated TRINITY_DN131543_c0_g1_i4 283.5 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KG8 Complete TRINITY_DN115857_c2_g3_i1 433.2 242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KGN Duplicated TRINITY_DN129656_c1_g2_i8 494.2 257 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KH1 Duplicated TRINITY_DN106898_c0_g2_i1 286.7 214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KHE Duplicated TRINITY_DN124671_c0_g2_i4 448.3 237 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KJA Duplicated TRINITY_DN115084_c0_g1_i6 398.7 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KKY Duplicated TRINITY_DN130752_c0_g2_i10 326.1 201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KLG Duplicated TRINITY_DN120278_c0_g3_i1 333.8 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KLO Duplicated TRINITY_DN107946_c0_g1_i1 384.9 210 261 0.712644 86 0 1 1 0.928571 0.88848 0.956825 261 0 0 0 0.928571 1 1 0.956825
EOG09360KMC Duplicated TRINITY_DN132873_c0_g1_i2 503.3 274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KOT Duplicated TRINITY_DN126648_c0_g4_i1 350.3 192 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KOU Duplicated TRINITY_DN127067_c3_g1_i1 368.5 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KOY Complete TRINITY_DN105211_c0_g2_i4 273.8 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KPV Duplicated TRINITY_DN126045_c0_g1_i4 357.2 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KPV Duplicated TRINITY_DN126045_c0_g1_i5 357.2 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KQ2 Duplicated TRINITY_DN133925_c2_g5_i1 303.6 196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KRQ Duplicated TRINITY_DN127766_c0_g2_i3 365.2 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KTE Duplicated TRINITY_DN132439_c2_g1_i15 369.6 206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KUC Duplicated TRINITY_DN110149_c0_g1_i1 287.2 211 217 0.331797 71 0 0.5 1 0.933333 0.459905 0.985512 217 0 0 0 0.933333 1 0.5 0.985512
EOG09360KV4 Duplicated TRINITY_DN141903_c1_g1_i3 294.2 171 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KVM Duplicated TRINITY_DN140222_c2_g2_i2 482.3 245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KZ4 Duplicated TRINITY_DN119551_c0_g1_i10 321.4 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360KZ9 Duplicated TRINITY_DN119359_c0_g1_i20 379.3 188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L09 Duplicated TRINITY_DN124941_c0_g1_i9 328 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L1R Duplicated TRINITY_DN125783_c0_g2_i2 375.6 226 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L3B Duplicated TRINITY_DN113818_c0_g1_i1 376.2 209 357 0.588235 97 0 1 1 0.966667 0.926691 0.958646 357 0 0 0 0.966667 1 1 0.958646
EOG09360L3B Duplicated TRINITY_DN113818_c0_g2_i2 376.2 209 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L3E Duplicated TRINITY_DN136920_c2_g1_i17 199.5 108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L3V Duplicated TRINITY_DN121779_c0_g1_i5 213.8 134 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L5N Duplicated TRINITY_DN146680_c0_g1_i16 305.4 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L5O Duplicated TRINITY_DN142801_c0_g1_i16 382.5 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L6F Duplicated TRINITY_DN148807_c1_g6_i1 428.5 234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L6S Duplicated TRINITY_DN266841_c0_g1_i1 350.2 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L7I Duplicated TRINITY_DN131093_c0_g1_i8 297.1 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360L9K Duplicated TRINITY_DN139474_c1_g1_i2 412.9 220 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LA3 Duplicated TRINITY_DN134518_c0_g1_i2 398.3 235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LAA Duplicated TRINITY_DN137966_c0_g1_i4 397.4 238 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LCF Duplicated TRINITY_DN128134_c0_g2_i1 328.8 177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LCK Duplicated TRINITY_DN121122_c1_g1_i2 236.5 232 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LDJ Duplicated TRINITY_DN115152_c0_g1_i1 307.4 196 261 0.272031 24 0 1 1 0.995238 0.812697 0.816586 261 0 0 0 0.995238 1 1 0.816586
EOG09360LE4 Duplicated TRINITY_DN110418_c0_g1_i3 281.9 168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LF5 Complete TRINITY_DN137208_c1_g4_i1 256.8 200 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LF7 Duplicated TRINITY_DN139509_c0_g1_i5 299.1 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LFN Duplicated TRINITY_DN117479_c1_g1_i5 368.1 225 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LFY Duplicated TRINITY_DN129497_c1_g3_i4 273.4 146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LG0 Complete TRINITY_DN120893_c0_g2_i2 419.8 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LG2 Duplicated TRINITY_DN118756_c1_g2_i3 305.8 199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LG2 Duplicated TRINITY_DN118756_c1_g2_i6 305.8 199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LG4 Duplicated TRINITY_DN137389_c4_g1_i4 305.4 233 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LHO Duplicated TRINITY_DN135422_c0_g2_i5 328.9 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LHQ Duplicated TRINITY_DN140896_c2_g1_i2 315.9 212 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LHZ Duplicated TRINITY_DN118575_c0_g2_i2 255.7 174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
